feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,target
1.1161276375450269,6.6917430125741,9.349367922587332,4.709567939637276,1.5476799299668509,5.9293639078723785,5.965083554715117,6.876529388242326,7.30241899456895,4.618960972437413,7.087110329612979,8.23293667878571,9.305954539806116,3.8161569991262256,9.019987289576454,5.930816697931166,2.3891769239490337,8.389263034467788,9.668625431892814,3.8678142345776836,5.602654544666184,4.84659407896544,RegCat_2,3.1060143303185006
5.387639275367585,4.88108215447925,8.744185013777479,4.7112301616388566,8.172759623671675,8.520233859765046,9.749181514411108,9.122798083036292,8.24863471739911,1.4164246682473203,0.28427081971147294,3.387617197085968,1.5815341174311115,2.1648389075019123,0.10084501202392904,9.446047213424043,3.837257934540248,1.0443144693137274,7.236030486593005,2.584317760463791,8.82001426811181,4.398643611955775,RegCat_3,7.092057142603457
0.812015781830211,5.53711435269467,4.8293272046911415,7.714664429439933,8.933393972947695,3.406352584585415,0.37349232637625907,1.8349173156105847,1.427191097117203,0.9251117722466762,2.7865443494445485,5.79182132363521,4.2430504739014685,8.611504623215625,4.696329476717151,2.8758479620314095,9.447169872903178,0.1928238224314227,6.4661509669332435,1.5701283513249586,4.598167510360543,2.4973203149473258,RegCat_0,-3.1056204874940407
3.2239831159798458,2.7872261695307454,3.913596917765517,8.372647105171731,0.9312980517968483,1.8860934566466714,5.871561831424761,9.17519624015363,2.118158675577729,1.029305891323703,3.9100583071581454,4.819405476438083,2.4430676422554374,1.2607073713038797,6.604469286851321,6.867788916711249,0.40728249673978034,6.443706520328338,5.900565541314567,7.082610515964145,5.066236152393702,1.935364944626342,RegCat_1,4.442591522468633
8.098364004080963,3.439890999226468,9.751921259247162,1.5908999486745035,7.91125333685886,3.5745198748697082,5.974648622476172,9.812731753874559,2.968866026952799,5.5525266480042035,9.545203083936372,1.5910736117048274,9.086668250226563,7.744368516990187,9.727112429860203,0.47327345062104786,5.6000686121029,0.11623643151437824,6.812316849272012,5.572394114925626,10.703049869413082,4.943327263082732,RegCat_1,1.5738061110534396
7.26358064720288,1.3843729679113959,0.3707877417670158,0.8103113999656564,3.015030471789011,4.6329003751160505,7.667510244692232,0.5237976149464574,6.706746657013313,4.60706682986734,2.8965626099813546,9.039528761106755,4.624645739851543,0.7951806051707777,8.500668423569014,7.676576772150426,8.709875906282608,4.555839175192965,3.1412569193741104,2.5249959488808003,8.182829805765238,0.27040517866046737,RegCat_2,4.0742920803590446
7.159396154932901,6.893615354333573,1.5867025125185663,4.8096635296059205,2.333472170099368,0.1562482613494265,1.7893894323818815,4.114065941682966,7.563117800640451,4.229532029452737,8.700032470851136,1.1195996657166751,8.697895518608924,4.006304970905169,4.0384558257940775,3.3358287661086172,7.976043126501114,1.8348722330353118,4.243233176708725,9.767782658810246,11.953553673304528,0.9134836485530216,RegCat_2,0.707686595828994
4.732499038703242,1.2527155704364346,0.7528317478011393,6.648384647582576,8.379081639895395,9.240940454199755,3.8818585359364723,9.383158347130925,8.198034720976853,4.240416683633174,4.063200328708722,3.3347880266588947,0.6911660603816638,0.09726135898530552,2.454986634881866,2.546173490460192,7.2966104591271215,1.573706773279936,6.924216339699399,7.303352999550744,5.606049884635995,0.33201331340534923,RegCat_0,-8.19334568086716
8.363941542813574,8.554767109979139,5.209110322806618,2.1793435217895785,4.311109045373263,9.425296217394205,1.0540191856389036,2.9511348787882206,1.9606467507878467,6.234980486224142,7.454026167099639,4.642723444368697,2.6502313547598,8.26985299757174,0.5179632073787288,1.4317892333767734,9.72715849202459,9.930109576955669,2.1258482282632327,6.63457341537309,14.508370708771212,2.562185422628054,RegCat_2,9.269891722639414
9.074014082167562,4.411109290854932,3.3149644977277637,5.982251220305248,2.9005887411658735,2.9413213538505376,5.6495682800064015,6.312830270597274,6.151165900037671,5.923183397697736,6.920673614380033,0.9908983471045962,1.8182878037512107,9.495330026509945,3.4176903297263204,4.13626232122877,7.57267358800163,4.737415884268774,4.830100882075742,2.0633149218447224,12.126479923054234,1.5594009548716004,RegCat_2,4.382207484269382
4.7703264892934545,2.342556041263877,0.06781132046585148,0.9715008500351507,2.4331872034096493,3.742871545676115,4.196794685581384,5.6304295163926295,2.8673781591739598,7.853180795635027,9.656144940026111,0.12151770503908255,7.691950463963517,0.7013965936318012,7.361286270584767,7.468517039571317,5.079307547021939,2.108367775568399,3.957094189670393,4.0385151760757605,6.308687572190521,0.13890773721006683,RegCat_1,-2.6920273123305334
2.1283149856914907,3.923040710839275,8.515480513871752,1.2761222421802076,8.93865367873639,4.965079723751131,4.2609565537257446,3.056463880931184,9.168487852727761,5.176234607612891,8.040263683334777,8.576517872810324,9.22382354591537,3.033807340330762,3.398108540443446,5.950738763476149,4.413241354594711,9.32842532619742,3.975640516334864,4.777780483752103,4.941420981861504,4.405431871226456,RegCat_0,-6.754955177833162
8.832244653767665,1.3702056084976222,5.323676447691367,5.198780015037601,9.781381731629473,8.55481629132673,7.4532489706383735,4.873643484877092,4.732971930923351,2.3754996512605397,3.278364989854916,0.12311560238901453,6.709459731845142,3.691442560277208,7.904136953284105,5.819021467931353,5.557844756824278,4.235468444880186,6.18789888576885,8.0120446704151,9.819289442217478,2.5907482003244415,RegCat_2,-1.9067271163984456
1.834061364713423,5.299411992493546,7.490311304517786,5.145814727985726,0.4503004976452918,0.640821969644485,8.712169137477188,0.1570281997297429,7.727640062468311,4.4229070867132965,8.478492439712651,7.676255443866083,2.0559402039263586,6.446212607707315,7.477562204142113,4.8475184753465985,2.7564265992415313,0.2555336813965403,9.110677329379063,6.141021072992146,5.585535321839108,3.7298048187458863,RegCat_1,-2.9566478811216244
8.914069771934717,9.342248129885776,4.907681565920781,6.689530803940778,6.1806802883373555,7.091950063367509,0.07038257648326551,9.463103709790254,1.3435513119244558,1.5813735390406647,3.9864103477024804,1.8742572442526917,7.60619758542617,2.291120785296675,4.5293291220511955,2.3414282475415904,9.733506459349048,5.1310577166241265,7.065550573342008,8.844754116659919,15.462110907507927,2.3677637659421262,RegCat_3,3.4055036325173056
2.372317669242656,7.2258177458443384,3.985585614704441,9.757053191306571,5.563654723196521,0.30170819861155107,7.2588565373464595,1.486486113666553,5.474475827327768,7.041360472471724,4.117247245582253,5.6884794766771885,2.897700458419062,0.467910591469175,9.718264220332317,6.905176725915928,8.98308005798876,2.6470550808192383,7.47896272103319,2.434499444850827,7.578054021280568,1.9649200042863613,RegCat_1,3.9554977015466086
9.36614646903711,1.73625034518894,1.459733374010973,5.402440951797174,8.387185212852941,7.383780967954001,2.586255525718275,4.7524925444466195,2.353598082827164,5.642302207980223,5.6753230230968725,0.8311991429750021,6.328166653967106,0.9703030699590676,0.27904540397098887,8.551295302349825,2.484471573573186,4.651003039385393,9.379609054125055,6.2541344244580745,10.553504631330302,0.6315821857686306,RegCat_0,3.75651301104293
9.99452815574945,8.476561917622531,1.1020495746854175,7.212477884392047,4.475377156760695,0.064459965767929,1.8743184716984496,3.169680814279292,8.905036443724715,1.0493660693344309,2.746520825734371,1.5325781498378321,9.031312200146873,9.858732289089767,9.06331226389883,2.309308240496435,5.76916407950044,5.838333097555037,1.682921157194499,2.6928352452197633,16.09653522947428,0.4550738698033395,RegCat_3,0.06656106099909964
5.637386939404813,4.575029635910188,9.600116802652767,7.838583058271864,3.5265086579520077,4.6600536613944,5.160623448354762,2.0689037512639272,1.3248211910326169,1.5453220255048061,3.6402849878819508,0.9262475961122496,1.972042417012393,1.026032106037441,0.157461141200832,3.9334188395292005,4.4529227982921435,7.464214038229696,5.670318068367758,8.580145538411877,8.71833888727641,4.849050727620888,RegCat_2,2.2619144504388924
5.158419977332396,8.535708166914851,8.700151506171265,7.582013040834706,2.912515582315014,7.584439257810278,0.5173431462421274,2.683512371657847,4.726515708372484,6.94940739633915,7.591681859233875,3.159662806614051,9.770623558082008,0.5366288850015732,3.8656010448505818,8.534666553153004,3.2665683898408107,3.984604213535683,7.356899179927273,9.973095690813869,11.1044923126187,4.328826939736474,RegCat_2,0.6255372486319362
1.8882509789354107,0.4106241710702241,9.223718546465037,5.53101343452175,3.0379811300347628,4.759337921944669,8.843054490177309,5.2625156221400795,8.423388200576259,2.103776849956703,9.824349113481587,4.8078640664393575,1.0719673552501618,5.554862776307543,9.769095165837257,7.7417945946027045,0.18462852751206071,7.813002002022104,6.492117871164776,4.35551484353585,2.1220953506959255,4.569003650705808,RegCat_2,-1.0233082446057122
1.4630782484025262,5.983429184021567,2.580986942759622,8.44337318627632,3.362093969231761,0.6149873536867445,6.192392001119257,4.5485478569890105,6.348769075320559,6.639793488800696,4.814890364636256,7.594335637858053,4.506342829692953,7.872748716878255,0.1325276209519266,3.853491290152289,0.17074902280895476,8.943816430405626,4.524164125571787,4.778141913892448,5.640806459840835,1.3763563938369172,RegCat_1,-1.8920050978705398
2.0593904821690856,4.759935066044506,3.9009658847821074,3.055653556875221,9.65561519362706,8.808399073062379,3.1627084458692654,1.0773825802257564,4.498321483378915,2.0535422781482096,6.53363289086667,2.161381433037921,3.8067057244816525,9.923634090749156,8.033526139448217,9.56851675201032,8.677405153080086,9.122001197072796,9.29035395889032,3.809084273460276,5.396532800637265,1.93005003820389,RegCat_0,-4.861109327047828
7.313986256277659,2.728507815479687,4.08961082760999,5.427626543209174,8.834472138026692,6.519249267615148,0.5960815980928291,5.552992825571284,5.407030575387944,8.806927457944694,9.122704547210516,9.685741843983426,4.267143481119847,7.469606214366139,9.494498346952541,7.494283973015865,7.698239749391552,6.560746334168973,3.1911850910699293,3.0074730609446867,9.222060356706073,2.133717491689253,RegCat_0,-7.721691126756101
6.260791133377594,7.677930977745662,7.738507933007638,1.8469030934501118,0.624033222603978,6.146951878532767,9.499083675505336,9.253581598285589,7.691357486723685,2.227028475220302,2.290950249578171,5.583408629534402,2.51585740490889,6.507514087578593,8.282527679892274,2.9047707133003806,9.005441259498122,4.292347833763728,4.3778646625543765,6.643669542128611,11.830046246650317,3.8187772866675442,RegCat_3,12.952029949237296
